index,Country,Number ,Type,Mitigation or adaptation,NDC Target Text,index,NCS Action ,Mitigation and/or adaptation,Ecosystem Type(s),NCS Categories,generated_sample,,0.399547255
18,Belize,6.2.2 Agriculture,Action,Mitigation,Restore 200 hectares of arable sugar land in Northern Belize that has been denuded over time by use,7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
19,Belize,6.2.2 Agriculture,Action,Mitigation,"Promote the reduction of agricultural GHG emissions through altering crop cultivation methods, including green mechanical harvesting in sugar cane production systems, through a public awareness campaign targeting women, youth and local communities",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
20,Belize,6.2.2 Agriculture,Action,Mitigation,"Promote the reduction of agricultural GHG emissions through
implementing effective livestock management that involves changing
the feeding practices of livestock to include more optimal nutrient
levels",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
21,Belize,6.2.3 Energy,Target,Mitigation,Avoid emissions from the power sector equivalent to 19 KtCO2e per year through system and consumption efficiency measures amounting to at least 100 GWh/year by 2030,7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
22,Belize,6.2.3 Energy,Action,Mitigation,Reduction in transmission and distribution losses from 12% to 10% by 2030 resulting in reduced electricity demand and better quality of supply,7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
23,Belize,6.2.3 Energy,Action,Mitigation,"Improve energy efficiency and conservation by at least 10% by 2030 compared to a BAU baseline projection, 19 including through an increase of appliance efficiency in buildings and implementation of building codes, appliance standards and labels and promotion of energy efficient technology in the tourism sector",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
24,Belize,6.2.3 Energy,Target,Mitigation,Avoid 44 KtCO2e in the national electricity supply by 2030 through the introduction of expanded capacity from renewable energy sources,7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
25,Belize,6.2.3 Energy,Action,Mitigation,"Achieve 75% gross generation of electricity from renewable energy
sources by 2030 through the implementation of hydropower, solar,
wind and biomass, including in the tourism sector",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
26,Belize,6.2.3 Energy,Action,Mitigation,"Reduce emissions from high carbon electricity sources including
through taking 2MW diesel generation offline by 2022 and converting
new LPG generation to CNG by 2026",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
27,Belize,6.2.3 Energy,Action,Mitigation,Install 40 MW utility-scale solar power by 2025,7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
28,Belize,6.2.3 Energy,Action,Mitigation,"Implement an interconnection policy and regulatory framework to
facilitate distributed renewable power generation by 2022",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
29,Belize,6.2.3 Energy,Action,Mitigation,"Expand the use of biomass, including bagasse, for electricity generation",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
30,Belize,6.2.3 Energy,Action,Mitigation,"Explore the feasibility of onshore wind power generation and flexible
storage technologies to complement high levels of variable renewable
power sources",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
31,Belize,6.2.3 Energy,Target,Mitigation,Avoid 117 KtCO2e/year21 from the transport sector by 2030 through a 15% reduction in conventional transportation fuel use by 2030 and achieve 15% efficiency per passenger- and tonne-kilometre through appropriate policies and investments,7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
32,Belize,6.2.3 Energy,Action,Mitigation,"Improve efficiency in the public transit system through the
deployment of 77 hybrid and electric buses by 2030 (17 by 2025)",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
33,Belize,6.2.3 Energy,Action,Mitigation,"Implement a policy framework to promote more efficient vehicles and
alternative fuels/blends through incorporation of fuel economy labels;
emissions testing; fuel economy standards, limitations and emissions- based taxes/feebates for imported vehicles by 2025",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
34,Belize,6.2.3 Energy,Action,Mitigation,"Facilitate adoption of electric vehicles in the passenger fleet by conducting a feasibility study for EV penetration, including assessment of potential incentives, and investing in EV charging infrastructure",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
35,Belize,6.2.4 Waste management,Target,Mitigation,"Improve waste management processes to avoid emissions of
up to 18 KtCO2e per year by 2030, in line with the national
waste management strategy",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
36,Belize,6.2.4 Waste management,Action,Mitigation,"Close all municipal dumps by 2025 and implement rural waste
management system including rural collection and drop off
services by 2030",7,Protect,mitigation,"Grasslands, agriculture","TOPIC: ""Grassland protection"" KEYWORDS: ""Avoided grassland conversion, Grassland protection, savana protection, Avoided Shrubland Conversion, land conservation, avoided desertification""",#No #No identified similarity.,No,
